tweetId,tweetUrl,content,isReply,replyTo,createdAt,authorId,authorName,authorUsername,authorVerified,authorFollowers,authorProfilePic,authorJoinDate,source,hashtags,mentions,conversationId,inReplyToId,Date,time_response,account_age_days,mentions_count,hashtags_count,content_length,has_profile_picture,sentiment_polarity,toxicity_score
1877066370552082432,https://x.com/EcuadorisFirst/status/1877066370552082489,@Ulsove @LuisaGonzalezEc 🐑,True,Ulsove,2025-01-08 18:54:00,1777437233974247424,Ecuador/is/First,EcuadorisFirst,False,55,https://pbs.twimg.com/profile_images/1777439406321807360/VwpxqZvg_normal.jpg,2024-04-08 20:44:00,Twitter for iPhone,,"@Ulsove, @LuisaGonzalezEc",1876615568058626301,1876619184106528768,2025-01-07 13:03:11,1790.8166666666666,271,2,0,26,True,0.0,0.0131943645
1903996015608287232,https://x.com/Sylvana96981324/status/1903996015608287235,@LuisaGonzalezEc Revisando las mentiras !!,True,LuisaGonzalezEc,2025-03-24 02:23:00,879243332,Sylvana,Sylvana96981324,False,27,https://pbs.twimg.com/profile_images/1359108546605023241/tJOlvJSg_normal.jpg,2012-10-14 03:40:00,Twitter for iPhone,,@LuisaGonzalezEc,1903535846168424878,1903535846168424960,2025-03-22 19:54:46,1828.233333333333,4465,1,0,42,True,0.0,0.103928015
1904350234823548928,https://x.com/MonaMora20/status/1904350234823549042,@LuisaGonzalezEc @RC5Oficial Mal educada prepotente Loca desubicada grosera y atrevida Dios nos libre que llegues a la presidencia NOBOA  si nos representas @DanielNoboaOk,True,LuisaGonzalezEc,2025-03-25 01:50:00,1355165585726976000,Mona Mora,MonaMora20,False,7,https://pbs.twimg.com/profile_images/1355165979941232641/7ZkmHx50_normal.jpg,2021-01-29 14:47:00,Twitter for iPhone,,"@LuisaGonzalezEc, @RC5Oficial, @DanielNoboaOk",1904036785350381636,1904036785350381568,2025-03-24 05:05:19,1244.6833333333334,1436,3,0,171,True,0.0,0.681338
1904203353183162368,https://x.com/pasillo333/status/1904203353183162635,@DanielNoboaOk Pero si se metió con su ex esposa hasta ahora quiere bajarle la pensión y quitarle la hija a la señora goldbaum. Misogino machista,True,DanielNoboaOk,2025-03-24 16:07:00,629738126,JG,pasillo333,False,74,https://pbs.twimg.com/profile_images/986834363819184128/iDzpUFA0_normal.jpg,2012-07-07 23:51:00,Twitter for iPhone,,@DanielNoboaOk,1904003201143115786,1904003201143115776,2025-03-24 02:51:52,795.1333333333333,4564,1,0,145,True,0.0,0.56269526
1904372278814462464,https://x.com/banano3palos/status/1904372278814462208,@AntonioS71 @LuisaGonzalezEc @aquilesalvarez Como no cojudo de Aveo 🤡🤣🤣,True,AntonioS71,2025-03-25 03:18:00,1890450319446011904,Tio Dany,banano3palos,False,70,https://pbs.twimg.com/profile_images/1890450585876590593/qXBYX2VD_normal.png,2025-02-14 17:18:00,Twitter for iPhone,,"@AntonioS71, @LuisaGonzalezEc, @aquilesalvarez",1904300916943344082,1904323053439389952,2025-03-24 22:34:53,283.1166666666667,-41,3,0,71,True,0.0,0.37751234
1909318446929555968,https://x.com/hikari_jy/status/1909318446929555924,"@vlaniorm_1 @DanielNoboaOk mira quien habla, no te ibas?",True,vlaniorm_1,2025-04-07 18:52:00,1914382422,HikariJY,hikari_jy,False,23,https://pbs.twimg.com/profile_images/1900346341303148544/8R44L_kA_normal.jpg,2013-09-28 15:11:00,Twitter for iPhone,,"@vlaniorm_1, @DanielNoboaOk",1908585655224902065,1909318090980007936,2025-04-05 18:20:54,2911.1,4116,2,0,56,True,0.0,0.024967449
1887558598596665088,https://x.com/Yair10AS/status/1887558598596665516,@LuisaGonzalezEc Haciendo tráfico políticos hptas,True,LuisaGonzalezEc,2025-02-06 17:46:00,2360023200,Yair Aspiazu,Yair10AS,False,3,https://pbs.twimg.com/profile_images/955646408689967105/cQnK_E9L_normal.jpg,2014-02-24 21:03:00,Twitter for iPhone,,@LuisaGonzalezEc,1887286793386524895,1887286793386524928,2025-02-05 23:46:50,1079.1666666666667,3967,1,0,49,True,0.0,0.6744087
1887718888218980864,https://x.com/amparito_garces/status/1887718888218980749,@LuisaGonzalezEc A estos ignorantes nadie les cree,True,LuisaGonzalezEc,2025-02-07 04:23:00,959995645619777536,Amparito Garces,amparito_garces,False,124,https://pbs.twimg.com/profile_images/1348858842789142530/lOSyc46I_normal.jpg,2018-02-04 03:42:00,Twitter for iPhone,,@LuisaGonzalezEc,1887343838118781353,1887343838118781440,2025-02-06 03:33:30,1489.5,2526,1,0,50,True,0.0,0.4394682
1885007274143305984,https://x.com/swyanez/status/1885007274143306033,@DanielNoboaOk Que mismo es este inútil presidente candidato troll o la vecina que inventa los chismes 🤦‍♂️🤦‍♂️🤦‍♂️,True,DanielNoboaOk,2025-01-30 16:48:00,599492553,Samuel Yánez,swyanez,False,130,https://pbs.twimg.com/profile_images/1158457112814608384/oflmPDYB_normal.jpg,2012-06-04 17:22:00,Twitter for iPhone,,@DanielNoboaOk,1884979670413672949,1884979670413672704,2025-01-30 14:59:09,108.85,4597,1,0,115,True,0.0,0.5716857
1908980932427555584,https://x.com/sandra66slzr/status/1908980932427555315,@LuisaGonzalezEc Luisa tiene más conexiones con prófugos que con la realidad del país.,True,LuisaGonzalezEc,2025-04-06 20:31:00,1902767810343796736,Sandra Salazar,sandra66slzr,False,1,https://pbs.twimg.com/profile_images/1902767873551904768/5Qu0tL8d_normal.png,2025-03-20 17:03:00,Twitter for iPhone,,@LuisaGonzalezEc,1908684733065687345,1908684733065687296,2025-04-06 00:54:36,1176.4,-75,1,0,86,True,0.0,0.043399423
1886675761114886400,https://x.com/artmuniz2/status/1886675761114886360,@Pili1771255 @DanielNoboaOk Ya ñaño…lo  unico  que  se  organizan en  Mexico  es  pa  reírse del  enano  de  tu  presidente.,True,Pili1771255,2025-02-04 07:18:00,1163635562273808384,art muniz,artmuniz2,False,30,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2019-08-20 02:15:00,Twitter for iPhone,,"@Pili1771255, @DanielNoboaOk",1886503710269792539,1886509840836780288,2025-02-03 19:55:08,682.8666666666667,1964,2,0,124,False,0.0,0.47119883
1887469872008810752,https://x.com/Wakcedenomar/status/1887469872008810970,"@Mahakali111 @LuisaGonzalezEc El odio nada más, los lleva a meterse con el hijo de Luisa. 
¿Y qué pasa si nació en chimbacalle?",True,Mahakali111,2025-02-06 11:54:00,1819171640959536896,María Auxiliadora Wak,Wakcedenomar,False,2,https://pbs.twimg.com/profile_images/1819171776393293824/a3mggQPG_normal.jpg,2024-08-02 00:42:00,Twitter for iPhone,,"@Mahakali111, @LuisaGonzalezEc",1887343838118781353,1887459247555842304,2025-02-06 03:33:30,500.5,155,2,0,127,True,0.0,0.25462922
1879020358130700800,https://x.com/romaxwer/status/1879020358130700606,@DanielNoboaOk @DiegoBorjaPC Jaja perdedor @DanielNoboaOk,True,DanielNoboaOk,2025-01-14 04:18:00,175960679,stefano,romaxwer,False,10,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2010-08-08 03:57:00,Twitter for iPhone,,"@DanielNoboaOk, @DiegoBorjaPC, @DanielNoboaOk",1878539079249547410,1878539079249547520,2025-01-12 20:26:32,1911.4666666666667,5263,3,0,57,False,0.0,0.44573322
1904584957336384000,https://x.com/Tita69759236/status/1904584957336383767,@DanielNoboaOk Eres el DANIEL MALO!,True,DanielNoboaOk,2025-03-25 17:23:00,1523767575481663488,Tita,Tita69759236,False,35,https://pbs.twimg.com/profile_images/1551531518958387200/63E_ufrf_normal.jpg,2022-05-09 20:52:00,Twitter for iPhone,,@DanielNoboaOk,1904003201143115786,1904003201143115776,2025-03-24 02:51:52,2311.133333333333,971,1,0,35,True,0.0,0.29771072
1877178790419271936,https://x.com/ElCheZOV/status/1877178790419272097,"@DanielNoboaOk @MariaCorinaYA Te queda poco, patalea mientras puedas 😁",True,DanielNoboaOk,2025-01-09 02:21:00,1351414316675829504,Conciencia. #PalestinaLibre 🇵🇸,ElCheZOV,False,11149,https://pbs.twimg.com/profile_images/1722030748046110720/XwmU7TkF_normal.jpg,2021-01-19 06:21:00,Twitter for iPhone,,"@DanielNoboaOk, @MariaCorinaYA",1877128010605686983,1877128010605686784,2025-01-08 22:59:27,201.55,1446,2,0,70,True,0.0,0.2412222
1879524552130301952,https://x.com/Max_El/status/1879524552130302113,@LuisaGonzalezEc Otra producción de Netflix de 3 millones??  Si que le meten plata a la campaña!! El lío es de dónde habrán salido esos dolaritos!!,True,LuisaGonzalezEc,2025-01-15 13:42:00,197114427,Max Jurado,Max_El,False,195,https://pbs.twimg.com/profile_images/1397512763623284736/dvmh0Cfp_normal.jpg,2010-09-30 17:50:00,Twitter for iPhone,,@LuisaGonzalezEc,1879332776337690736,1879332776337690624,2025-01-15 01:00:24,761.6,5210,1,0,147,True,0.0,0.07845957
1879013665015570688,https://x.com/kikeflicky/status/1879013665015570720,@eduzojordan @LuisaGonzalezEc https://t.co/JcfIiZhDqa,True,eduzojordan,2025-01-14 03:52:00,1335741799227383808,Ricky 56%,kikeflicky,False,428,https://pbs.twimg.com/profile_images/1836117629217447936/a99TZMez_normal.jpg,2020-12-07 00:24:00,Twitter for iPhone,,"@eduzojordan, @LuisaGonzalezEc",1878548908097360245,1878588773707243776,2025-01-12 21:05:36,1846.4,1489,2,0,53,True,0.0,0.0074453913
1908274900214677504,https://x.com/flabianuniga/status/1908274900214677839,"@LuisaGonzalezEc Por la vida y por el cambio, Luisa presidenta.",True,LuisaGonzalezEc,2025-04-04 21:46:00,1677072052136673280,Flabio,flabianuniga,False,92,https://pbs.twimg.com/profile_images/1877864599535357953/ALwFWoHQ_normal.jpg,2023-07-06 21:49:00,Twitter for iPhone,,@LuisaGonzalezEc,1907071413866893541,1907071413866893568,2025-04-01 14:03:51,4782.15,548,1,0,63,True,0.0,0.0025446275
1881162059213406464,https://x.com/Elbartoecua11/status/1881162059213406633,"@DanielNoboaOk VAMOOOOOOOS 
GRAN DEBATE SEÑOR PRESIDENTE 
9 de febrero será histórico",True,DanielNoboaOk,2025-01-20 02:09:00,1533668861853290496,Elbartoecua,Elbartoecua11,False,6,https://pbs.twimg.com/profile_images/1533672149373882368/SASVSPf2_normal.jpg,2022-06-06 04:35:00,Twitter for iPhone,,@DanielNoboaOk,1881161047824097313,1881161047824097280,2025-01-20 02:05:18,3.7,943,1,0,85,True,0.0,0.012754552
1909423156562895104,https://x.com/HERNANV65103839/status/1909423156562895106,@DanielNoboaOk Inútil,True,DanielNoboaOk,2025-04-08 01:48:00,1614407571288227840,HERNAN VELASCO,HERNANV65103839,False,58,https://pbs.twimg.com/profile_images/1897818614540943360/y2_sNklR_normal.jpg,2023-01-14 23:42:00,Twitter for iPhone,,@DanielNoboaOk,1909407492418777430,1909407492418777344,2025-04-08 00:46:35,61.41666666666666,721,1,0,21,True,0.0,
1902660190568079616,https://x.com/ComodoroVk28053/status/1902660190568079416,@LuisaGonzalezEc @DianaAtamaint @cnegobec https://t.co/ablaYIEKar,True,LuisaGonzalezEc,2025-03-20 09:55:00,1867329805718572800,vk28053,ComodoroVk28053,False,0,https://pbs.twimg.com/profile_images/1902660768669048832/0DrHfZtm_normal.jpg,2024-12-12 22:05:00,Twitter for iPhone,,"@LuisaGonzalezEc, @DianaAtamaint, @cnegobec",1902466974585909384,1902466974585909504,2025-03-19 21:07:27,767.55,23,3,0,65,True,0.0,
1907819116641063168,https://x.com/elhackeado/status/1907819116641063104,@LuisaGonzalezEc @RC5Oficial Basta d odio selectivo o es general? Porq eso d decirle m respetas pendejo a un presidente como q no cuadra!!! 🤔🤔🤔,True,LuisaGonzalezEc,2025-04-03 15:34:00,174731271,luis Rivas,elhackeado,False,232,https://pbs.twimg.com/profile_images/1195907915934248960/XewW99U-_normal.jpg,2010-08-04 17:45:00,Twitter for iPhone,,"@LuisaGonzalezEc, @RC5Oficial",1907589085763457515,1907589085763457536,2025-04-03 00:20:53,913.1166666666668,5267,2,0,143,True,0.09765625,0.45921504
1904140848930943232,https://x.com/teixeiracds/status/1904140848930943191,"@LuisaGonzalezEc @RC5Oficial Futura Presidenta de Ecuador.
#RevivirEcuador🇪🇨 #Elecciones2025Ec https://t.co/4WI7HML3vc",True,LuisaGonzalezEc,2025-03-24 11:58:00,163846201,Prof. Carlos,teixeiracds,False,11200,https://pbs.twimg.com/profile_images/1927773797936963584/iTWAApvF_normal.jpg,2010-07-07 12:33:00,Twitter for iPhone,"RevivirEcuador, Elecciones2025Ec","@LuisaGonzalezEc, @RC5Oficial",1904067768644759555,1904067768644759552,2025-03-24 07:08:26,289.56666666666666,5295,2,0,118,True,0.0,0.0045866123
1879188664854736896,https://x.com/ticogualber/status/1879188664854737220,@LuisaGonzalezEc Luisa presidenta!!!,True,LuisaGonzalezEc,2025-01-14 15:27:00,135374072,Efraincito,ticogualber,False,41,https://pbs.twimg.com/profile_images/1107305718674345984/uX6F0C6S_normal.jpg,2010-04-21 03:48:00,Twitter for iPhone,,@LuisaGonzalezEc,1878941113605820922,1878941113605820928,2025-01-13 23:04:05,982.9166666666666,5372,1,0,36,True,0.0,0.0036912805
1904154266694004736,https://x.com/zurdo1973/status/1904154266694004802,@DanielNoboaOk Tu eres la mafia delincuente narcotraficante,True,DanielNoboaOk,2025-03-24 12:52:00,248448196,Manuel Mesías,zurdo1973,False,14,https://pbs.twimg.com/profile_images/610587387735998464/YQbh2Zhw_normal.jpg,2011-02-07 01:11:00,Twitter for iPhone,,@DanielNoboaOk,1903996757727404281,1903996757727404288,2025-03-24 02:26:16,625.7333333333333,5080,1,0,59,True,0.0,0.6611249
1886225625750355968,https://x.com/elqcrc/status/1886225625750356015,@xaviguadalupe19 @LuisaGonzalezEc @MashiRafael Jajjaa … nos matan y andas preguntando huevadas,True,xaviguadalupe19,2025-02-03 01:30:00,998571104,eli quicast,elqcrc,False,101,https://pbs.twimg.com/profile_images/1873393698127421440/6bJdnVdf_normal.jpg,2012-12-09 04:33:00,Twitter for iPhone,,"@xaviguadalupe19, @LuisaGonzalezEc, @MashiRafael",1886179489522053392,1886198174483669248,2025-02-02 22:26:48,183.2,4409,3,0,94,True,0.0,
1904318238739009536,https://x.com/jonny6419/status/1904318238739009643,@LuisaGonzalezEc @RC5Oficial Cómo le va señora Rana René me siento feliz q sin hacer nada le van a dar hasta una beca q bueno y si llega a la presidencia métele preso al ají con mote,True,LuisaGonzalezEc,2025-03-24 23:43:00,211398152,Jonny Rave,jonny6419,False,25,https://pbs.twimg.com/profile_images/901446033141637121/vg1vo_Qv_normal.jpg,2010-11-03 03:57:00,Twitter for iPhone,,"@LuisaGonzalezEc, @RC5Oficial",1904043559369507073,1904043559369507072,2025-03-24 05:32:14,1090.7666666666669,5176,2,0,182,True,0.0,0.37458646
1887876356010066432,https://x.com/JhosePolar/status/1887876356010066215,"@LuisaGonzalezEc @RC5Oficial Tranquila, esto no es Venezuela donde nunca mostraron las actas y no permitieron que los veedores parte de la oposición puedan ingresar. Ya sabes, el país que tú y tu amo adoran.",True,LuisaGonzalezEc,2025-02-07 14:49:00,1799925928266440704,Jose Luis,JhosePolar,False,56,https://pbs.twimg.com/profile_images/1799926611229147136/FFYsSgIb_normal.jpg,2024-06-09 22:06:00,Twitter for iPhone,,"@LuisaGonzalezEc, @RC5Oficial",1887623033206046733,1887623033206046720,2025-02-06 22:02:56,1006.0666666666668,209,2,0,207,True,0.0,0.15103401
1908536827100745728,https://x.com/lopez_lore67725/status/1908536827100745990,"@LuisaGonzalezEc #LuisaPorLaVida
#LuisaPresidenta🇪🇨",True,LuisaGonzalezEc,2025-04-05 15:06:00,1877418858388045568,Lorena lopez,lopez_lore67725,False,1,https://pbs.twimg.com/profile_images/1877419164144463872/6WcB1SmO_normal.jpg,2025-01-09 18:15:00,Twitter for iPhone,"LuisaPorLaVida, LuisaPresidenta",@LuisaGonzalezEc,1908504835407987071,1908504835407986944,2025-04-05 12:59:45,126.25,-5,1,0,51,True,0.0,0.0041782153
1905070811507036416,https://x.com/HuacaCarli58400/status/1905070811507036479,@LuisaGonzalezEc @RC5Oficial #LuisaPresidenta https://t.co/5yTAP0KUC4,True,LuisaGonzalezEc,2025-03-27 01:34:00,1713318096352530432,Carlina Huaca,HuacaCarli58400,False,146,https://pbs.twimg.com/profile_images/1828608237731450880/6tTcmuh1_normal.jpg,2023-10-14 22:17:00,Twitter for iPhone,LuisaPresidenta,"@LuisaGonzalezEc, @RC5Oficial",1905068510893465881,1905068510893465856,2025-03-27 01:25:02,8.966666666666667,448,2,0,69,True,0.0,0.006754258
1885152081369075968,https://x.com/MarioSa96784430/status/1885152081369075886,"@LuisaGonzalezEc Lee mas despacio, parece q estás dando lecciones al prófugo, y tápate que se te nota lo sinvergüenza y vaga",True,LuisaGonzalezEc,2025-01-31 02:24:00,1360303064184467456,Mario,MarioSa96784430,False,132,https://pbs.twimg.com/profile_images/1877522292768468992/7w7QAwMu_normal.jpg,2021-02-12 19:01:00,Twitter for iPhone,,@LuisaGonzalezEc,1885132305225707908,1885132305225708032,2025-01-31 01:05:40,78.33333333333333,1422,1,0,124,True,0.0,0.62136006
1891984537296482816,https://x.com/ReivaxPaulet/status/1891984537296482758,@DanielNoboaOk El socialismo del siglo XXI https://t.co/LoCIHlIWBv,True,DanielNoboaOk,2025-02-18 22:53:00,1841133148681256704,Reivax48,ReivaxPaulet,False,12,https://pbs.twimg.com/profile_images/1906150498933112832/kF3GWl_S_normal.jpg,2024-10-01 15:09:00,Twitter for iPhone,,@DanielNoboaOk,1886892240707911834,1886892240707911936,2025-02-04 21:39:01,20233.983333333337,95,1,0,66,True,0.0,0.016964182
1910005320165847296,https://x.com/LizOcho99201414/status/1910005320165847133,"@LuisaGonzalezEc Eso es un video creado con Inteligencia Artificial, que verguenza que ocupen la tecnologica para sus artimañias, quieren salvar al pais con esto?, que verguenza dan",True,LuisaGonzalezEc,2025-04-09 16:22:00,1506824301806243840,LJ23021,LizOcho99201414,False,0,https://pbs.twimg.com/profile_images/1506824392071954433/NWDqNVs2_normal.jpg,2022-03-24 02:45:00,Twitter for iPhone,,@LuisaGonzalezEc,1909826469305479211,1909826469305479168,2025-04-09 04:31:27,710.55,1017,1,0,181,True,-0.6,0.30993456
1878478611549700096,https://x.com/ceisdel5_11/status/1878478611549700203,@LuisaGonzalezEc Jajjajaja....,True,,2025-01-12 16:26:00,404122204,Cesar Israel Delgado,ceisdel5_11,False,498,https://pbs.twimg.com/profile_images/1311133127537037313/fKHZAn_F_normal.jpg,2011-11-03 13:41:00,Twitter for iPhone,,@LuisaGonzalezEc,1878453511303626918,1878453511303627008,2025-01-12 14:46:31,99.48333333333332,4811,1,0,30,True,0.0,
1884980836216324096,https://x.com/somosverdadEC/status/1884980836216324129,"@DanielNoboaOk Eres bien bobito, que vergüenza que seas presidente de Ecuador, asco",True,DanielNoboaOk,2025-01-30 15:03:00,1622647300127326208,SomosVerdad Ec🇪🇨,somosverdadEC,False,130,https://pbs.twimg.com/profile_images/1749911425370214401/8ahmZplz_normal.jpg,2023-02-06 17:24:00,Twitter for iPhone,,@DanielNoboaOk,1884979670413672949,1884979670413672704,2025-01-30 14:59:09,3.85,698,1,0,83,True,0.0,0.74954444
1886897152774799872,https://x.com/Fabiola72427850/status/1886897152774799666,@LuisaGonzalezEc Noboa presidente los inteligentes somos más,True,LuisaGonzalezEc,2025-02-04 21:58:00,1445122126256742400,Fabiola Aguirre,Fabiola72427850,False,6,https://pbs.twimg.com/profile_images/1445122255411990533/YxLi5MWp_normal.jpg,2021-10-04 20:22:00,Twitter for iPhone,,@LuisaGonzalezEc,1886863606421344377,1886863606421344256,2025-02-04 19:45:14,132.76666666666668,1188,1,0,60,True,0.0,0.024613906
1905286130787820032,https://x.com/chio73cstl/status/1905286130787819854,"@LuisaGonzalezEc @RC5Oficial Si tanto defienden a los trabajadores, ¿por qué dejaron quebrar tantas empresas en su gobierno mientras ellos se llenaban los bolsillos?",True,LuisaGonzalezEc,2025-03-27 15:49:00,1901419290407928064,Rocio Caatillo,chio73cstl,False,2,https://pbs.twimg.com/profile_images/1901419562765328384/wKz768FD_normal.png,2025-03-16 23:45:00,Twitter for iPhone,,"@LuisaGonzalezEc, @RC5Oficial",1905085195516027114,1905085195516027136,2025-03-27 02:31:20,797.6666666666666,-71,2,0,165,True,0.0,0.091913216
1878426365629760000,https://x.com/colon8044/status/1878426365629759677,"@LuisaGonzalezEc Por eso no vas a ganar, juegas con la memoria de unos niños y tu bancada no hizo ni una ley encontrá de los antisociales ni una",True,LuisaGonzalezEc,2025-01-12 12:58:00,1843862912412065536,colon,colon8044,False,3,https://pbs.twimg.com/profile_images/1843863685812436992/NLqudpPP_normal.jpg,2024-10-09 03:56:00,Twitter for iPhone,,@LuisaGonzalezEc,1878319969445855724,1878319969445855744,2025-01-12 05:55:52,422.1333333333333,87,1,0,144,True,0.0,0.19893374
1886697578781179904,https://x.com/hadrianox/status/1886697578781180245,"@LuisaGonzalezEc @RC5Oficial Dan risa , las ratas de la rc5 , cuando acusan a Noboa de algo,  son acusaciones qué le calzan a correa y no a noboa.",True,LuisaGonzalezEc,2025-02-04 08:45:00,336639813,NO ONE,hadrianox,False,291,https://pbs.twimg.com/profile_images/1207599233555152898/wrSkb1ca_normal.jpg,2011-07-16 17:00:00,Twitter for iPhone,,"@LuisaGonzalezEc, @RC5Oficial",1886556995777413433,1886556995777413376,2025-02-03 23:26:52,558.1333333333333,4921,2,0,146,True,0.0,0.4274071
